nom_du_musee,année,region,ville,payant,gratuit,total,id_museofile
Musée du Chaume/Kerhinet - PNR Brière,2013,PAYS DE LA LOIRE,SAINT-LYPHARD,2398,88881,91279,
Galerie David d'Angers,2013,PAYS DE LA LOIRE,ANGERS,6804,15572,22376,
Musée du Textile,2013,PAYS DE LA LOIRE,CHOLET,5801,6563,12364,
Musée Jules-Desbois,2013,PAYS DE LA LOIRE,PARCAY-LES-PINS,3492,2292,5784,
Musée des Sciences - CCSTI,2013,PAYS DE LA LOIRE,LAVAL,9403,33604,43007,
Musée Vert Véron-de-Forbonnais,2013,PAYS DE LA LOIRE,LE MANS,9392,8801,18193,
Centre Minier de Faymoreau,2013,PAYS DE LA LOIRE,FAYMOREAU,14749,6792,21541,
Musée de Fontenay-le-Comte,2013,PAYS DE LA LOIRE,FONTENAY-LE-COMTE,2497,3085,5582,
Ecomusée du Marais Breton Vendéen,2013,PAYS DE LA LOIRE,LA BARRE-DE-MONTS,15733,7273,23006,
Musée du Château,2013,PAYS DE LA LOIRE,NOIRMOUTIER-EN-L'ILE,33212,5483,38695,
Musée Jean de la Fontaine,2013,PICARDIE,CHATEAU-THIERRY,11841,2145,13986,
Musée des Beaux-Arts Antoine Lecuyer,2013,PICARDIE,SAINT-QUENTIN,2218,3464,5682,
Musée Gallé-Juillet,2013,PICARDIE,CREIL,2067,5130,7197,
Musée de la Vénerie,2013,PICARDIE,SENLIS,1691,3001,4692,
Musée de Picardie,2013,PICARDIE,AMIENS,6015,29002,35017,
Musée Lombart,2013,PICARDIE,DOULLENS,261,4958,5219,
Musée Régional de Fouras,2013,POITOU-CHARENTES,FOURAS,6145,1184,7329,
Musée Municipal des Cordeliers,2013,POITOU-CHARENTES,SAINT-JEAN-D'ANGELY,807,4482,5289,
Collection d'Histoire Naturelle,2013,POITOU-CHARENTES,POITIERS,19930,25110,45040,
Musée d'Histoire Locale,2013,PROVENCE-ALPES-CÔTE D'AZUR,BIOT,3275,0,3275,
Villa-Musée Jean-Honoré Fragonard,2013,PROVENCE-ALPES-CÔTE D'AZUR,GRASSE,0,5931,5931,
Musée Départemental des Arts Asiatiques,2013,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,72475,72475,
Musée d'Art Naïf Anatole Jakovsky,2013,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,18162,18162,
Musée du Vieux-Logis de Nice,2013,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,229,229,
Musée Municipal Méditerranéen de Cassis A.T.P.,2013,PROVENCE-ALPES-CÔTE D'AZUR,CASSIS,45,9776,9821,
Muséum d'Histoire Naturelle,2013,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,8425,36247,44672,
Musée Grobet-Labadié,2013,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,16683,0,16683,
Musée Ziem,2013,PROVENCE-ALPES-CÔTE D'AZUR,MARTIGUES,14083,9661,23744,
Musée Suffren et du Vieux Saint-Cannat,2013,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-CANNAT,0,2436,2436,
Muséum d'Histoire Naturelle de Toulon et du Var,2013,PROVENCE-ALPES-CÔTE D'AZUR,TOULON,0,77454,77454,
Musée National de la Marine de Toulon,2013,PROVENCE-ALPES-CÔTE D'AZUR,TOULON,25513,39777,65290,
Muséum d'Histoire Naturelle Esprit Requien,2013,PROVENCE-ALPES-CÔTE D'AZUR,AVIGNON,0,13206,13206,
Musée du Petit Palais,2013,PROVENCE-ALPES-CÔTE D'AZUR,AVIGNON,14359,10724,25083,
Musée Municipal Camille Pautet,2013,PROVENCE-ALPES-CÔTE D'AZUR,MAZAN,0,1786,1786,
Musée des Vans,2013,RHONE-ALPES,LES VANS,340,631,971,
Musée d'Histoire et d'Archéologie,2013,RHONE-ALPES,DIE,976,1055,2031,
Musée du Chablais,2013,RHONE-ALPES,THONON-LES-BAINS,1223,1913,3136,
Musée Archéologique Grenoble Saint-Laurent,2013,RHONE-ALPES,GRENOBLE,0,39777,39777,
Musée Dauphinois,2013,RHONE-ALPES,GRENOBLE,0,67630,67630,
Musée Hector Berlioz,2013,RHONE-ALPES,LA-COTE-SAINT-ANDRE,0,13099,13099,
Musée Lucien Mainssieux,2013,RHONE-ALPES,VOIRON,0,6102,6102,
Musée de la Mine / Site Couriot,2013,RHONE-ALPES,SAINT-ETIENNE,28471,27520,55991,
Château de la Bastie d'Urfé,2013,RHONE-ALPES,SAINT-ETIENNE-LE-MOLARD,15157,9999,25156,
Musée des Civilisations : Daniel Pouget,2013,RHONE-ALPES,SAINT-JUST-SAINT-RAMBERT,3655,5222,8877,
Musée des Sapeurs-Pompiers de Lyon,2013,RHONE-ALPES,LYON,3233,1813,5046,
Musée Archéologique,2013,RHONE-ALPES,SAINT-ROMAIN-EN-GAL,21758,60495,82253,
Ecomusée du Haut Beaujolais,2013,RHONE-ALPES,THIZY-LES-BOURGS,261,990,1251,
Musée Savoisien,2013,RHONE-ALPES,CHAMBERY,2183,23612,25795,
Musée Historique,2014,ALSACE,HAGUENAU,3353,12000,15353,
Musée du Château des Rohan,2014,ALSACE,SAVERNE,4327,4156,8483,
Musée Archéologique,2014,ALSACE,STRASBOURG,18845,31711,50556,
Musée Alsacien,2014,ALSACE,STRASBOURG,37249,26111,63360,
Musée Tomi Ungerer,2014,ALSACE,STRASBOURG,20175,20566,40741,
Musée Sundgauvien d'Altkirch,2014,ALSACE,ALTKIRCH,546,3420,3966,
Musée Bartholdi,2014,ALSACE,COLMAR,12006,6429,18435,
Musée du Vignoble et des Vins d'Alsace,2014,ALSACE,KAYSERSBERG VIGNOBLE,3267,0,3267,
Musée des Beaux-Arts,2014,ALSACE,MULHOUSE,0,19548,19548,
Musée EDF Electropolis,2014,ALSACE,MULHOUSE,28011,12477,40488,
Musée Fernand Desmoulin,2014,AQUITAINE,BRANTOME,20348,2115,22463,
Musée Municipal Albert Marzelles,2014,AQUITAINE,MARMANDE,0,5571,5571,
Musée de Préhistoire Mésolithique Laurent Coulonges,2014,AQUITAINE,SAUVETERRE-LA-LEMANCE,2709,206,2915,
Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne,2014,AQUITAINE,BAYONNE,0,1716,1716,
Musée Basque et de l'Histoire de Bayonne,2014,AQUITAINE,BAYONNE,15793,21809,37602,
Musée Municipal de Guéthary,2014,AQUITAINE,GUETHARY,1156,2139,3295,
Musée National du Château,2014,AQUITAINE,PAU,42315,44333,86648,
Musée d'Art et d'Archéologie,2014,AUVERGNE,AURILLAC Cedex,1773,19094,20867,
Musée d'art et d'histoire Alfred Douët,2014,AUVERGNE,SAINT-FLOUR,934,1352,2286,
Musée d'Histoire et d'Archéologie,2014,AUVERGNE,DIE,821,2960,3781,
Musée des Beaux-Arts,2014,BOURGOGNE,BEAUNE,5567,2319,7886,
Musée du Pays Châtillonnais - Trésor de Vix,2014,BOURGOGNE,CHATILLON-SUR-SEINE,13265,6315,19580,
Musée François Rude,2014,BOURGOGNE,DIJON,0,60071,60071,
Musée d'Art Sacré,2014,BOURGOGNE,DIJON,0,7082,7082,
Musée de la Faïence et des Beaux-Arts,2014,BOURGOGNE,NEVERS,10630,9777,20407,
Museum d'Histoire Naturelle Jacques de La Comble,2014,BOURGOGNE,AUTUN,1453,2137,3590,
Musée d'Art et d'Archéologie,2014,BOURGOGNE,CLUNY,11227,2855,14082,
Musée Eucharistique du Hiéron,2014,BOURGOGNE,PARAY-LE-MONIAL,4955,5122,10077,
Hôtel Dieu - Musée Greuze,2014,BOURGOGNE,TOURNUS,8384,1639,10023,
Muséum - Maison de l'Eau,2014,BOURGOGNE,AUXERRE,0,16659,16659,
Musée d'Art et d'Histoire,2014,BOURGOGNE,AUXERRE,0,43185,43185,
Musée Colette,2014,BOURGOGNE,SAINT-SAUVEUR-EN-PUISAYE,4442,1590,6032,
Musée Muncipal,2014,BOURGOGNE,SENS,6066,25735,31801,
Musée des Phares et Balises,2014,BRETAGNE,OUESSANT,13877,2812,16689,
Musée Départemental Breton,2014,BRETAGNE,QUIMPER,22749,23724,46473,
Ecomusée de Saint-Dégan,2014,BRETAGNE,BREC'H,7431,1962,9393,
Musée Estève,2014,CENTRE,BOURGES,0,15725,15725,
Musée des Arts Décoratifs,2014,CENTRE,BOURGES,0,18628,18628,
Musée du Berry,2014,CENTRE,BOURGES,0,16313,16313,
Musée Emile Chénon,2014,CENTRE,CHATEAUMEILLANT,429,709,1138,
Musée des Beaux-Arts et d'Histoire Naturelle,2014,CENTRE,CHATEAUDUN,3136,5348,8484,
Musée de l'Histoire du Perche,2014,CENTRE,NOGENT-LE-ROTROU,9234,11429,20663,
Musée George Sand et de la Vallée Noire,2014,CENTRE,LA CHATRE,9800,0,9800,
Musée de l'Hôtel des Communes,2014,CENTRE,AMBOISE,0,6929,6929,
Musée Balzac,2014,CENTRE,SACHE,12639,7526,20165,
Ecomusée du Véron,2014,CENTRE,SAVIGNY-EN-VERON,0,2125,2125,
Musée de Sologne,2014,CENTRE,ROMORANTIN-LANTHENAY,5136,17559,22695,
Musée Gaston Couté,2014,CENTRE,MEUNG-SUR-LOIRE,0,3669,3669,
Musée Napoléon Ier,2014,CHAMPAGNE-ARDENNES,BRIENNE-LE-CHATEAU,3643,2096,5739,
Musée des Beaux-Arts et d'Archéologie,2014,CHAMPAGNE-ARDENNES,CHAUMONT,1163,1462,2625,
Musée du Breuil de Saint-Germain,2014,CHAMPAGNE-ARDENNES,LANGRES,8065,5821,13886,
Musée Municipal,2014,CHAMPAGNE-ARDENNES,CHALONS-EN-CHAMPAGNE,1551,11012,12563,
Musée d'archéologie d'Aleria - Jérôme Carcopino,2014,CORSE,ALERIA,32268,19972,52240,
Musée de la résistance et de la Déportation,2014,FRANCHE-COMTE,BESANCON,53441,0,53441,
Musée Beurnier-Rossel,2014,FRANCHE-COMTE,MONTBELIARD,2195,3234,5429,
Musée Baron Martin,2014,FRANCHE-COMTE,GRAY,3443,3175,6618,
Musée Georges Garret,2014,FRANCHE-COMTE,VESOUL,0,4875,4875,
Musée Municipal d'Archéologie,2014,FRANCHE-COMTE,CHAMPAGNOLE,323,295,618,
Musée des Beaux-Arts,2014,FRANCHE-COMTE,LONS-LE-SAUNIER,897,2542,3439,
Musée des Salines,2014,FRANCHE-COMTE,SALINS-LES-BAINS,63837,5873,69710,
Musée d'Art et d'Histoire,2014,FRANCHE-COMTE,BELFORT,24158,0,24158,
Donation Maurice Jardot,2014,FRANCHE-COMTE,BELFORT,8236,0,8236,
Musée Départemental Victor Schoelcher,2014,GUADELOUPE,POINTE-A-PITRE,4191,4471,8662,
Ecomusée Municipal d'Approuague-Kaw,2014,GUYANE,REGINA,2258,2774,5032,
Fondation Arp,2014,ILE-DE-FRANCE,CLAMART,1303,449,1752,
Musée d'Art et d'Histoire,2014,ILE-DE-FRANCE,MEUDON,2115,7958,10073,
Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle),2014,ILE-DE-FRANCE,PARIS,401799,367931,769730,
Galerie d'Anatomie Comparée et de Paléontologie (Muséum d'Histoire Naturelle),2014,ILE-DE-FRANCE,PARIS,121711,196071,317782,
Musée Carnavalet-Histoire de Paris,2014,ILE-DE-FRANCE,PARIS,77550,360234,437784,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée de l'Orangerie,2014,ILE-DE-FRANCE,PARIS,565736,236052,801788,
Musée Galliera - Musée de la Mode de la ville de Paris,2014,ILE-DE-FRANCE,PARIS,160135,56726,216861,
Établissement Public de la Porte Dorée - Musée de National de l’Histoire de l’Immigration,2014,ILE-DE-FRANCE,PARIS,52785,57958,110743,
Musée National Eugène Delacroix,2014,ILE-DE-FRANCE,PARIS,42085,26331,68416,
Musée National Picasso,2014,ILE-DE-FRANCE,PARIS,113366,97452,210818,
Musée du Quai Branly,2014,ILE-DE-FRANCE,PARIS,422920,765194,1188114,
Musée du Château de Fontainebleau,2014,ILE-DE-FRANCE,FONTAINEBLEAU,257286,259625,516911,
Musée Bossuet,2014,ILE-DE-FRANCE,MEAUX,7990,2832,10822,
Musée de la Grande Guerre du Pays de Meaux,2014,ILE-DE-FRANCE,MEAUX,113000,20000,133000,
Musée des Pays de Seine-et-Marne,2014,ILE-DE-FRANCE,SAINT-CYR-SUR-MORIN,2916,5015,7931,
Musée Adrien Mentienne,2014,ILE-DE-FRANCE,BRY-SUR-MARNE,0,1200,1200,
Musée de Nogent-Sur-Marne,2014,ILE-DE-FRANCE,NOGENT-SUR-MARNE,0,7126,7126,
Musée du Vieux Nîmes,2014,LANGUEDOC-ROUSSILLON,NIMES,1698,16035,17733,
Musée des Cultures Taurines (Annexe du Vieux Nîmes),2014,LANGUEDOC-ROUSSILLON,NIMES,838,8136,8974,
Musée Municipal Georges Borias,2014,LANGUEDOC-ROUSSILLON,UZES,1437,1267,2704,
Musée des Beaux-Arts de Béziers,2014,LANGUEDOC-ROUSSILLON,BEZIERS,3521,19953,23474,
Musée Archéologique,2014,LANGUEDOC-ROUSSILLON,MINERVE,4035,0,4035,
Musée Archéologique Paul Soyris,2014,LANGUEDOC-ROUSSILLON,MURVIEL-LES-MONTPELLIER,117,332,449,
Ecomusée du Mont Lozère,2014,LANGUEDOC-ROUSSILLON,LE PONT DE MONTVERT,2324,1967,4291,
Musée Labenche d'Art et d'Histoire,2014,LIMOUSIN,BRIVE-LA-GAILLARDE,2078,36701,38779,
Musée du Président Jacques Chirac,2014,LIMOUSIN,SARRAN,17301,4931,22232,
Musée du Cloître de Tulle André Mazeyrie,2014,LIMOUSIN,TULLE,0,9278,9278,
Musée de la Mémoire et des Industries Tullistes,2014,LIMOUSIN,TULLE,0,4140,4140,
Musée d'Art et d'Archéologie,2014,LIMOUSIN,GUERET,4280,4592,8872,
Musée René Baubérot,2014,LIMOUSIN,CHATEAUPONSAC,2646,542,3188,
Muséum- Aquarium de Nancy,2014,LORRAINE,NANCY,28086,60259,88345,
"Musée ""au Fil du Papier""",2014,LORRAINE,PONT-A-MOUSSON,2417,2187,4604,
Musée d'Art et d'Histoire de Toul,2014,LORRAINE,TOUL,0,6658,6658,
Musée Barrois,2014,LORRAINE,BAR-LE-DUC,2093,8701,10794,
Musée Jules Bastien-Lepage - Musée de la Fortification,2014,LORRAINE,MONTMEDY,12517,2776,15293,
"Jardin d'Hiver, Musée de La Faïence",2014,LORRAINE,SARREGUEMINES,5089,4979,10068,
Musée Départemental Georges de la Tour,2014,LORRAINE,VIC-SUR-SEILLE,3758,6614,10372,
Musée Régional de Géologie Pierre Vetter,2014,MIDI-PYRENEES,DECAZEVILLE,3025,2384,5409,
Musée Archéologique,2014,MIDI-PYRENEES,EAUZE,7138,2112,9250,
Le Musée - Arts et Figures des Pyrénées Centrales,2014,MIDI-PYRENEES,SAINT-GAUDENS,0,5218,5218,
Musée Salies,2014,MIDI-PYRENEES,BAGNERES-DE-BIGORRE,2889,0,2889,
Musée-château Gaston Phébus,2014,MIDI-PYRENEES,MAUVEZIN,26980,700,27680,
Musée Massey,2014,MIDI-PYRENEES,TARBES,4744,5674,10418,
Musée Henri Martin,2014,MIDI-PYRENEES,CAHORS,4122,7753,11875,
Musée Champollion - Les Ecriture du Monde,2014,MIDI-PYRENEES,FIGEAC,32146,9140,41286,
Musée Jean Jaurès,2014,MIDI-PYRENEES,CASTRES,3897,9400,13297,
Musée Départemental du Textile,2014,MIDI-PYRENEES,LA-BASTIDE-ROUAIROUX,2555,3568,6123,
Musée des arts et traditions populaires,2014,MIDI-PYRENEES,MOISSAC,0,437,437,
Musée Benoît de Puydt,2014,NORD-PAS-DE-CALAIS,BAILLEUL,4082,557,4639,
Musée de l'Ostrevant,2014,NORD-PAS-DE-CALAIS,BOUCHAIN,106,315,421,
Musée Municipal d'Escaudain,2014,NORD-PAS-DE-CALAIS,ESCAUDAIN,0,374,374,
Musée Municipal d'Hazebrouck,2014,NORD-PAS-DE-CALAIS,HAZEBROUCK,5423,0,5423,
"Musée de la Mine, Centre Historique Minier",2014,NORD-PAS-DE-CALAIS,LEWARDE,142427,13256,155683,
Musée d'Histoire Naturelle et de Géologie,2014,NORD-PAS-DE-CALAIS,LILLE,89675,0,89675,
La Piscine - Musée d'Art et d'Industrie André Diligent de Roubaix,2014,NORD-PAS-DE-CALAIS,ROUBAIX,124728,79091,203819,
Musée Communautaire Opale-Sud,2014,NORD-PAS-DE-CALAIS,BERCK-SUR-MER,2378,5202,7580,
Musée Régional d'Ethnologie,2014,NORD-PAS-DE-CALAIS,BETHUNE,0,4858,4858,
Musée des Beaux-Arts et de la Dentelle,2014,NORD-PAS-DE-CALAIS,CALAIS,9053,9230,18283,
Louvre-Lens (collections nationales decentralisées),2014,NORD-PAS-DE-CALAIS,LENS,196754,295130,491884,
Musée Baron Gérard,2014,BASSE-NORMANDIE,BAYEUX,18917,9860,28777,
Musée de Normandie,2014,BASSE-NORMANDIE,CAEN,19357,72772,92129,
Château de Saint-Germain de Livet,2014,BASSE-NORMANDIE,SAINT-GERMAIN DE LIVET,10572,6559,17131,
Musée de la Bataille de Tilly-Sur-Seulles 1944,2014,BASSE-NORMANDIE,TILLY-SUR-SEULLES,1299,833,2132,
Musée de l'Abbaye,2014,BASSE-NORMANDIE,CERISY-LA-FORET,5501,597,6098,
Musée de la Guerre et de la Libération,2014,BASSE-NORMANDIE,CHERBOURG-EN-COTENTIN,4418,8651,13069,
Ferme-Musée du Cotentin,2014,BASSE-NORMANDIE,SAINTE-MERE-EGLISE,8247,3622,11869,
Musée Départemental d'Art Sacré,2014,BASSE-NORMANDIE,SEES,374,421,795,
Musée des Terres-Neuvas et de la Pêche,2014,HAUTE-NORMANDIE,FECAMP,0,2000,2000,
Musée d'Art Moderne André Malraux - MuMa,2014,HAUTE-NORMANDIE,LE HAVRE,82258,56815,139073,
Muséum d'Histoire Naturelle,2014,HAUTE-NORMANDIE,LE HAVRE,0,41533,41533,
Musée des Sapeurs-Pompiers de France,2014,HAUTE-NORMANDIE,MONTVILLE,5064,4306,9370,
Musée Flaubert et d'Histoire de la Médecine,2014,HAUTE-NORMANDIE,ROUEN,3888,4096,7984,
Musée des Marais Salant,2014,PAYS DE LA LOIRE,BATZ-SUR-MER,13528,5155,18683,
Musée du Vignoble Nantais,2014,PAYS DE LA LOIRE,LE PALLET,3468,2592,6060,
Ecomusée de Saint-Nazaire,2014,PAYS DE LA LOIRE,SAINT-NAZAIRE,31631,17862,49493,
Musée Jean Lurcat et de la Tapisserie Contemporaine,2014,PAYS DE LA LOIRE,ANGERS,15966,45130,61096,
Musée Jules-Desbois,2014,PAYS DE LA LOIRE,PARCAY-LES-PINS,2903,1891,4794,
Musée de la Vigne et du Vin d'Anjou,2014,PAYS DE LA LOIRE,SAINT LAMBERT-DU-LATTAY - VAL-DU-LAYON,5337,1779,7116,
Musée de l'Ardoise,2014,PAYS DE LA LOIRE,TRELAZE,8220,1810,10030,
Musée de l'Ardoise et de la Géologie,2014,PAYS DE LA LOIRE,RENAZE,1419,401,1820,
Musée du Château,2014,PAYS DE LA LOIRE,NOIRMOUTIER-EN-L'ILE,35643,4456,40099,
Musée Milcendeau Jean-Yole,2014,PAYS DE LA LOIRE,SOULLANS,3340,913,4253,
Musée Alexandre Dumas,2014,PICARDIE,VILLERS COTTERETS,669,984,1653,
Musée Boucher-de-Perthes,2014,PICARDIE,ABBEVILLE,8589,0,8589,
Musée de Picardie,2014,PICARDIE,AMIENS,6706,35819,42525,
Atelier - Musée du Papier,2014,POITOU-CHARENTES,ANGOULEME,590,20762,21352,
Musée des Arts du Cognac (Annexe musée municipal),2014,POITOU-CHARENTES,COGNAC,6143,5285,11428,
Muséum d'Histoire Naturelle,2014,POITOU-CHARENTES,LA ROCHELLE,10116,34856,44972,
Musée Protestant,2014,POITOU-CHARENTES,LA ROCHELLE,1238,267,1505,
Musée de l'Echevinage,2014,POITOU-CHARENTES,SAINTES,0,7015,7015,
Musée ethnographique et archéologique du Donjon,2014,POITOU-CHARENTES,NIORT,9564,9403,18967,
Musée des Traditions Populaires et d'Archéologie,2014,POITOU-CHARENTES,CHAUVIGNY,6519,2414,8933,
Musée Municipal de la Maison-Dieu,2014,POITOU-CHARENTES,MONTMORILLON,0,6602,6602,
Musée Sainte-Croix,2014,POITOU-CHARENTES,POITIERS,5635,22882,28517,
Musée de la vallée,2014,PROVENCE-ALPES-CÔTE D'AZUR,BARCELONNETTE,9702,2982,12684,
Musée de Salagon,2014,PROVENCE-ALPES-CÔTE D'AZUR,MANE,29433,6233,35666,
Musée archéologique,2014,PROVENCE-ALPES-CÔTE D'AZUR,VACHERES,643,388,1031,
Musée Picasso,2014,PROVENCE-ALPES-CÔTE D'AZUR,ANTIBES,113493,44483,157976,
Musée International de la Parfumerie,2014,PROVENCE-ALPES-CÔTE D'AZUR,GRASSE,61062,29248,90310,
Musée des Beaux-Arts,2014,PROVENCE-ALPES-CÔTE D'AZUR,MENTON,0,15795,15795,
Musée Jean Cocteau Collection Séverin Wunderman,2014,PROVENCE-ALPES-CÔTE D'AZUR,MENTON,41413,16492,57905,
Musée Départemental des Arts Asiatiques,2014,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,60382,60382,
Musée Archéologique - Site de Terra Amata,2014,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,19826,19826,
Musées de la Citadelle,2014,PROVENCE-ALPES-CÔTE D'AZUR,VILLEFRANCHE-SUR-MER,0,77262,77262,
Muséum d'Histoire Naturelle,2014,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,2047,23470,25517,
Musée- Atelier de Paul Cézanne,2014,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,58721,8774,67495,
Musée Municipal Méditerranéen de Cassis A.T.P.,2014,PROVENCE-ALPES-CÔTE D'AZUR,CASSIS,95,7678,7773,
Musée Ciotaden,2014,PROVENCE-ALPES-CÔTE D'AZUR,LA CIOTAT,1684,3438,5122,
Musée Folklorique du Vieux Lambesc,2014,PROVENCE-ALPES-CÔTE D'AZUR,LAMBESC,0,4320,4320,
Musée des Docks Romains,2014,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,39,12217,12256,
Musée d'Archéologie Méditerranéenne,2014,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,71251,43880,115131,
Musée des Beaux-Arts de Marseille,2014,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,17163,43313,60476,
Musée Grobet-Labadié,2014,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,0,2943,2943,
Musée Municipal Paul Lafran,2014,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-CHAMAS,0,4385,4385,
Musée Départemental des Hautes-Alpes,2014,PROVENCE-ALPES-CÔTE D'AZUR,GAP,0,19383,19383,
Musée Archéologique Gallo-Romaine du Var,2014,PROVENCE-ALPES-CÔTE D'AZUR,FREJUS,5986,0,5986,
Musée des Troupes de Marine,2014,PROVENCE-ALPES-CÔTE D'AZUR,FREJUS,0,17793,17793,
Musée Municipal,2014,PROVENCE-ALPES-CÔTE D'AZUR,HYERES,4744,6694,11438,
Musée du Vêtement Provençal (Jean Aicard),2014,PROVENCE-ALPES-CÔTE D'AZUR,SOLLIES-VILLE,0,5278,5278,
Musée d'Art et d'Archéologie,2014,PROVENCE-ALPES-CÔTE D'AZUR,TOULON,0,26803,26803,
Musée d'Apt,2014,PROVENCE-ALPES-CÔTE D'AZUR,APT,2762,6523,9285,
Synagogue Musée Juif Comtadin,2014,PROVENCE-ALPES-CÔTE D'AZUR,CAVAILLON,3108,1758,4866,
Musée Archéologique,2014,RHONE-ALPES,IZERNORE,1160,1860,3020,
Musée du Peigne et de la Plasturgie,2014,RHONE-ALPES,OYONNAX,2408,2716,5124,
Musée Louis Jourdan,2014,RHONE-ALPES,SAINT-PAUL-DE-VARAX,139,54,193,
Musée du Rhône,2014,RHONE-ALPES,TOURNON-SUR-RHÔNE,17131,15436,32567,
Musée Alpin,2014,RHONE-ALPES,CHAMONIX,11572,6010,17582,
Musée Alice Taverne,2014,RHONE-ALPES,AMBIERLE,3302,920,4222,
Musée des Beaux-Arts et d'Archéologie J. Dechelette,2014,RHONE-ALPES,ROANNE,4380,7125,11505,
Musée d'Art et d'Industrie,2014,RHONE-ALPES,SAINT-ETIENNE,27126,21317,48443,
Musée des Confluences,2014,RHONE-ALPES,LYON,47426,4000,51426,
Musée Gallo-Romain,2015,ALSACE,BIESHEIM,638,1311,1949,
Musée Bartholdi,2015,ALSACE,COLMAR,13573,7449,21022,
Musée d'Unterlinden,2015,ALSACE,COLMAR,129744,29767,159511,
Musée Théodore Deck et des Pays du Florival,2015,ALSACE,GUEBWILLER,1534,3961,5495,
Musée du Vignoble et des Vins d'Alsace,2015,ALSACE,KAYSERSBERG VIGNOBLE,2911,40,2951,
Musée EDF Electropolis,2015,ALSACE,MULHOUSE,21445,10978,32423,
Musée Minéralogique de la Société Industrielle de Mulhouse,2015,ALSACE,MULHOUSE,0,100,100,
Musée des Amis de Thann,2015,ALSACE,THANN,382,1683,2065,
Musée du Sapeur Pompier d'Alsace,2015,ALSACE,VIEUX FERRETTE,5111,1165,6276,
Musée d'Art et Traditions Populaires,2015,AQUITAINE,VILLEFRANCHE-DE-LONCHAT,0,2675,2675,
Musée d'Aquitaine,2015,AQUITAINE,BORDEAUX,43245,95982,139227,
CAPC Musée d'Art Contemporain de Bordeaux,2015,AQUITAINE,BORDEAUX,45846,53283,99129,
Musée Municipal Albert Marzelles,2015,AQUITAINE,MARMANDE,0,4467,4467,
Musée du Château Henri IV,2015,AQUITAINE,NERAC,14102,9112,23214,
Musée Municipal de Guéthary,2015,AQUITAINE,GUETHARY,526,2770,3296,
Musée Charles-Louis Philippe,2015,AUVERGNE,CERILLY,100,101,201,
Musée Municipal de Gannat,2015,AUVERGNE,GANNAT,604,918,1522,
Musée de la Haute Auvergne,2015,AUVERGNE,SAINT-FLOUR,1891,3223,5114,
Musée d'art et d'histoire Alfred Douët,2015,AUVERGNE,SAINT-FLOUR,1000,1035,2035,
Musée d'Art Roger-Quillot,2015,AUVERGNE,CLERMONT-FERRAND,3478,20299,23777,
Muséum d'Histoire Naturelle Henri-Lecoq,2015,AUVERGNE,CLERMONT-FERRAND,5005,24745,29750,
Musée d'Art Sacré,2015,BOURGOGNE,DIJON,0,6911,6911,
Musée Municipal,2015,BOURGOGNE,NUITS-SAINT-GEORGES,0,3277,3277,
Musée de la Loire,2015,BOURGOGNE,COSNE-SUR-LOIRE,948,5434,6382,
Musée de la Faïence et des Beaux-Arts,2015,BOURGOGNE,NEVERS,6667,5645,12312,
Musée du Grès de Puisaye,2015,BOURGOGNE,SAINT-AMAND-EN-PUISAYE,1934,0,1934,
Musée Auguste Grasset,2015,BOURGOGNE,VARZY,1903,0,1903,
Musée Rolin,2015,BOURGOGNE,AUTUN,9422,5316,14738,
Museum d'Histoire Naturelle Jacques de La Comble,2015,BOURGOGNE,AUTUN,1244,2275,3519,
Musée de la Mine,2015,BOURGOGNE,BLANZY,9339,1173,10512,
Musée Denon,2015,BOURGOGNE,CHALON-SUR-SAONE,0,11418,11418,
Musée des Ursulines,2015,BOURGOGNE,MACON,2272,21590,23862,
Musée Départemental du Compagnonnage,2015,BOURGOGNE,ROMANECHE-THORINS,2060,2119,4179,
Musée des Arts Naïfs et Populaires de Noyers sur Serein,2015,BOURGOGNE,NOYERS-SUR-SEREIN,2129,1368,3497,
Musée Mathurin Meheut,2015,BRETAGNE,LAMBALLE,7731,1430,9161,
Musée de la Pêche,2015,BRETAGNE,CONCARNEAU,21899,19762,41661,
Musée Bigouden,2015,BRETAGNE,PONT-L'ABBE,10464,2472,12936,
Ecomusée de Saint-Dégan,2015,BRETAGNE,BREC'H,8339,2362,10701,
